_id,Date,Leasee,Name of Event,Place,Type,Revenue,Attendance
297,2016,Chamber Theatre Productions,Encore,Thalia Mara,Children's Show,1200.0000,1300
298,2016,Ardenland,Bob Dylan Concert,Thalia Mara,Concert,0.0000,2040
299,2016,Mississippi Symphony,Bravo II: Copland,Thalia Mara,Symphony,1150.0000,1200
300,2016,Innovation Arts and Entertainment,Rudolph The Red-Nosed Reindeer,Thalia Mara,Children's Show,5664.1100,952
301,2016,Mississippi Symphony,Pops I: Woodstock: Real and,Thalia Mara,Symphony,950.0000,1400
302,2016,Innovation Arts and Entertainment,Musical Christmas Wonderland,Thalia Mara,Musical,7879.0000,1891
303,2017,Innovation Arts and Entertainment,The Illusionists,Thalia Mara,Musical,12188.0000,2520
304,2017,Mississippi Symphony,Bravo IV: Tchaikovsky,Thalia Mara,Symphony,1150.0000,1200
305,2017,Innovation Arts and Entertainment,Stomp,Thalia Mara,Dance,5866.8800,1192
306,2017,Innovation Arts and Entertainment,Once,Thalia Mara,Concert,5527.0000,1119
307,2017,Innovation Arts and Entertainment,Rain: A Tribute To The Beatles,Thalia Mara,Concert,6346.0000,1371
308,2017,Mississippi Opera,Rigoletto,Thalia Mara,Opera,3189.0000,3100
309,2017,Innovation Arts and Entertainment,42nd Street,Thalia Mara,Musical,6427.0000,1309
310,2017,Belhaven College,Graduation,Thalia Mara,Graduation,700.0000,2040
311,2017,City of Jackson/Parks and Recreation,All City Dance Recital,Thalia Mara,Dance,0.0000,1000
312,2017,Jackson Prep High School,Graduation,Thalia Mara,Graduation,1250.0000,2040
313,2017,"Decades Entertainment, Inc.",Decades Rewinded,Thalia Mara,Concert,500.0000,0
314,2017,Innovation Arts and Entertainment,Cinderella,Thalia Mara,Musical,8233.0000,2008
315,2017,Outback Concerts,Bobby Bones Comedy Show,Thalia Mara,Comedy,5482.0000,1034
316,2017,General Missionary Baptist State Convention,General Missionary Baptist State Convention,Thalia Mara,Convention,700.0000,1200
317,2017,Ardenland,Jason Isbell and The 400 Unit,Thalia Mara,Concert,8157.0000,1948
318,2017,Ardenland,Black Jacket Symphony,Thalia Mara,Concert,6057.0000,1274
319,2017,University of Mississippi Foundation,The Doobie Brothers,Thalia Mara,Concert,3727.0000,2100
320,2017,Ardenland,The Avett Brothers,Thalia Mara,Concert,8421.0000,2036
321,2017,Mississippi Symphony,Pops I: You've Got A Friend,Thalia Mara,Symphony,950.0000,1200
322,2017,Ardenland,Peppa Pig,Thalia Mara,Children's Show,7758.0000,2015
323,2017,Mississippi Bar Association,Mississippi Bar Admission Ceremony,Thalia Mara,Event,700.0000,1850
324,2017,Ardenland,Momma's Boy,Thalia Mara,Concert,9162.0000,2204
325,2017,Mississippi Symphony,Bravo I: Voicing Joplin,Thalia Mara,Symphony,1350.0000,1200
326,2017,ACFEA Tour Consultants,Lavender Pen Tour: San Francisco Gay Men's Choir,Thalia Mara,Chorus,2754.3000,1222
327,2017,Mississippi Symphony,JPS Children's Shows,Thalia Mara,Children's Show,200.0000,4000
328,2017,City of Jackson,Mayor's State of The City Address,Thalia Mara,City Event,0.0000,1200
329,2017,Chamber Theatre Productions,Encore,Thalia Mara,Children's Show,1200.0000,1900
330,2017,Mississippi Symphony,Bravo II: Fierce Keys,Thalia Mara,Symphony,1150.0000,1250
331,2017,Ardenland,Kirk Franklin Concert,Thalia Mara,Concert,3546.0000,726
332,2017,Ballet Mississippi,The Nutcracker,Thalia Mara,Ballet,3250.0000,13400
333,2017,Belhaven College,Graduation,Thalia Mara,Graduation,700.0000,2040
334,2017,Ballet Magnificat,Light Has Come: The Angel's Story,Thalia Mara,Ballet,7074.0000,3500
335,2017,Innovation Arts and Entertainment,"A Christmas Story, The Musical",Thalia Mara,Musical,7205.0000,1383
336,2018,Ardenland,Black Jacket Symphony Presents Led Zeppelin IV,Thalia Mara,Symphony,4684.2800,913
337,2018,Southern USA Falun Dafa Association,Shen Yun,Thalia Mara,Dance,4744.4500,1312
338,2018,City of Jackson/Parks and Recreation,Praise Dance Explosion,Thalia Mara,Dance,0.0000,200
339,2018,Innovation Arts and Entertainment,Dirty Dancing,Thalia Mara,Musical,14669.0000,3252
340,2018,Innovation Arts and Entertainment,Riverdance,Thalia Mara,Dance,8216.0000,1600
341,2018,Ardenland,Shopkins Live,Thalia Mara,Children's Show,3137.4700,645
342,2018,Mississippi Symphony,Bravo III: Elgar's Enigma,Thalia Mara,Symphony,1150.0000,1200
343,2018,Mississippi Symphony,Pops II: Stop In The Name Of Love,Thalia Mara,Symphony,950.0000,1400
344,2018,Innovation Arts and Entertainment,A Chorus Line,Thalia Mara,Musical,7322.0000,1380
345,2018,Innovation Arts and Entertainment,The Wizard Of Oz,Thalia Mara,Musical,8591.0000,1865
346,2018,City of Jackson/Parks and Recreation,The Dance Of The Prince Of Egypt,Thalia Mara,Dance,0.0000,200
347,2018,Arts Klassical,Filming On Stage,Thalia Mara,Filming,700.0000,0
348,2018,P4 Entertainment,Never Lost My Faith,Thalia Mara,Chorus,1401.0000,166
349,2018,Mississippi Symphony,Bravo IV: Love's Folly,Thalia Mara,Symphony,1150.0000,1200
350,2018,By God's Grace,David and Tamela Mann,Thalia Mara,Chorus,5700.0000,1690
351,2018,Innovation Arts and Entertainment,Chicago: The Musical,Thalia Mara,Musical,7520.0000,1340
352,2018,Ardenland,Tedeschi Trucks Band,Thalia Mara,Concert,7884.0000,1875
353,2018,Mississippi Symphony,Cirque Goes To The Cinema,Thalia Mara,Symphony,1150.0000,1200
354,2018,Innovation Arts and Entertainment,Motown the Musical,Thalia Mara,Musical,9062.0000,1854
355,2018,Ardenland,Fleet Foxes,Thalia Mara,Concert,5550.0000,1076
356,2018,"Bang Productions, Inc.",Darren Knight aka Southern Momma,Thalia Mara,Comedy,6382.0000,1360
358,2018,Mississippi Symphony,Bravo V: Epic Elegance,Thalia Mara,Symphony,1150.0000,1200
359,2018,City of Jackson,Mayor Lumumba's Town Hall Meeting,Thalia Mara,City Event,0.0000,800
360,2018,Ardenland,Black Jacket Symphony Presents,Thalia Mara,Symphony,5262.0000,1002
361,2018,City of Jackson/Parks and Recreation,Spinderella,Thalia Mara,Musical,0.0000,200
362,2018,By God's Grace,Monica Concert,Thalia Mara,Concert,5748.0000,1846
363,2018,Mississipppi Symphony,All City Rehearsal,Thalia Mara,Symphony,200.0000,200
364,2018,Mississippi Opera,Turnadot,Thalia Mara,Opera,4114.0000,1888
365,2018,Innovation Arts and Entertainment,Celtic Woman,Thalia Mara,Concert,6986.0000,1162
366,2018,Beverly's School of Dance,Dance Recital,Thalia Mara,Dance,950.0000,900
367,2018,Belhaven College,Graduation,Thalia Mara,Graduation,1400.0000,4080
368,2018,Kids for Christ Performing Arts,Cradle To The Cross,Thalia Mara,Chorus,1650.0000,1300
369,2018,The Clarion Ledger,Sports Awards 2018,Thalia Mara,Event,4670.0500,963
370,2018,St. Joseph Catholic School,Graduation,Thalia Mara,Graduation,900.0000,2040
371,2018,Jackson Prep High School,Graduation,Thalia Mara,Graduation,1250.0000,2040
372,2018,IBC,2018 USA International Ballet Competition,Thalia Mara,IBC,0.0000,0
373,2018,City of Jackson/Parks and Recreation,Jackson's Gospel Explosion,Thalia Mara,Chorus,1728.0000,929
374,2018,"Malaco, Inc.",Malaco 50 Year Gospel Celebration,Thalia Mara,Event,5375.0000,1075
